timestamp,survey_id,agent_id,city_id,collection_channel,gender,birth_date,arrival_date,district_id,engagement_feeling,media_source,social_media,messaging_app,agent_category,agent_type,influencers,relationship_cat1,relationship_cat2,relationship_cat3,relationship_cat4,meeting_place,opinion_share,opinion_change,engagement_wish,engagement_type,engagement_freq,engagement_score
2020/06/15 10:13:49 PM UTC+3,86,86,Tallinn,Survey,Man,1993-09-23,2018-09-10,Mustamäe,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;e. Emails and Newsletters",a. Facebook;b. Twitter;c. Youtube;d. Medium;e. LinkedIn;f. Instagram,b. Whatsapp;d. Slack,"2. University Academics, Research & Innovation",e. Academic Research & University,"a. Government (National);b. Government (Local);e. Academic Research & University;j. Grassroot Movement, Local Association and Non-Profit",Neutral,Pro (good relationship and mutual influence),Neutral,Neutral,c. Innovation and startup support structure;g. Online (web forums and applications),4,3,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",b. One hour a day,
2020/06/15 2:40:34 PM UTC+3,87,87,Tallinn,Survey,Man,1989-02-20,2013-08-20,Kesklinn,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors",a. Facebook,b. Whatsapp;e. Telegram,"2. University Academics, Research & Innovation",e. Academic Research & University,"a. Government (National);c. Public Services;e. Academic Research & University;j. Grassroot Movement, Local Association and Non-Profit;k. International NGOs and Third Sector;l. Individual Citizen",Contrary (bad relationship and oppositions in decision-making),Contrary (bad relationship and oppositions in decision-making),Pro (good relationship and mutual influence),Neutral,g. Online (web forums and applications),4,3,b. No,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting",c. One hour a week,
2020/06/16 10:24:52 PM UTC+3,88,88,Tallinn,Survey,Man,1990-05-15,2018-12-10,Põhja-Tallinn,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet",a. Facebook;b. Twitter;e. LinkedIn;f. Instagram,b. Whatsapp,3. Private Sector,l. Individual Citizen,a. Government (National);b. Government (Local);g. Corporate Company (IT or Construction Industry);l. Individual Citizen,Pro (good relationship and mutual influence);Neutral,Neutral,Neutral,Neutral,b. Global promotional events and forums;g. Online (web forums and applications),3,3,a. Yes,a. Online Survey Studies;b. Participative Workshops;d. Mobile Voting Application,d. One hour a month,
2020/06/17 6:18:38 PM UTC+3,89,89,Tallinn,Survey,Man,1970-01-01,1988-01-06,Lasnamäe,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;h. Radio;i. Television;j. City Council",a. Facebook;e. LinkedIn,"b. Whatsapp;e. Telegram;Messanger, Fleep","2. University Academics, Research & Innovation",e. Academic Research & University,a. Government (National);b. Government (Local);k. International NGOs and Third Sector,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),f. City Council or other Governmental Deliberative Assemblies;Political party events,4,3,a. Yes,a. Online Survey Studies;d. Mobile Voting Application,d. One hour a month,
2020/06/18 11:18:10 PM UTC+3,90,90,Tallinn,Survey,Man,1997-02-16,2019-08-28,Kristiine,1,"c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism)",c. Youtube;f. Instagram,b. Whatsapp,"2. University Academics, Research & Innovation",e. Academic Research & University,a. Government (National);e. Academic Research & University,Neutral,Pro (good relationship and mutual influence),Neutral,Neutral,c. Innovation and startup support structure;through (Estonian) friends that actually know what is going on,3,3,b. No,a. Online Survey Studies;d. Mobile Voting Application,d. One hour a month,
2020/06/19 9:42:09 AM UTC+3,91,91,Tallinn,Survey,Man,1986-07-19,2011-02-01,Mustamäe,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors",a. Facebook,facebook messenger,"2. University Academics, Research & Innovation",g. Corporate Company (IT or Construction Industry),l. Individual Citizen,Contrary (bad relationship and oppositions in decision-making),Neutral,Pro (good relationship and mutual influence),Neutral,g. Online (web forums and applications),3,3,a. Yes,a. Online Survey Studies;b. Participative Workshops,d. One hour a month,
2020/06/23 11:58:29 AM UTC+3,92,92,Tallinn,Survey,Man,1987-07-27,2019-01-04,Kesklinn,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet",a. Facebook;f. Instagram,b. Whatsapp,"2. University Academics, Research & Innovation",e. Academic Research & University,"b. Government (Local);e. Academic Research & University;f. Private Research & Innovation;g. Corporate Company (IT or Construction Industry);h. eCommerce, Startup, Small and Medium Enterprise;i. Independent Designer, Architect or Developer",Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems,3,3,a. Yes,"c. One-to-one Interviews by phone, webcall or meeting;e. Community Project Management",c. One hour a week,
2020/06/25 5:49:33 PM UTC+3,93,93,Tallinn,Survey,Man,1999-12-09,2019-07-01,Pirita,1,"c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet",a. Facebook;c. Youtube;f. Instagram;h. Snapchat,Messenger,3. Private Sector,a. Government (National),a. Government (National),Neutral,Neutral,Pro (good relationship and mutual influence),Neutral,a. Neighborhood associations and district events,2,2,b. No,a. Online Survey Studies,e. One hour a year,
2020/06/25 7:26:58 PM UTC+3,94,94,Tallinn,Survey,Man,1992-06-25,1992-06-25,Kristiine,5,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism);h. Radio;j. City Council",a. Facebook;b. Twitter;c. Youtube;f. Instagram,e. Telegram,5. Media,l. Individual Citizen,"i. Independent Designer, Architect or Developer",Contrary (bad relationship and oppositions in decision-making),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),"e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas);f. City Council or other Governmental Deliberative Assemblies;g. Online (web forums and applications)",5,4,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",c. One hour a week,
2020/06/26 11:18:40 AM UTC+3,95,95,Tallinn,Survey,Man,1981-05-15,2014-04-26,Telliskivi,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet",a. Facebook;c. Youtube;e. LinkedIn,b. Whatsapp,5. Media,l. Individual Citizen,a. Government (National),Neutral,Neutral,Neutral,Neutral,g. Online (web forums and applications),2,3,a. Yes,a. Online Survey Studies,c. One hour a week,
2020/06/26 2:06:36 PM UTC+3,96,96,Tallinn,Survey,Man,1988-03-09,2019-04-12,Lasnamäe,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;j. City Council",a. Facebook;c. Youtube,messenger,"4. Civil Society, Social and Third Sector",g. Corporate Company (IT or Construction Industry),b. Government (Local);g. Corporate Company (IT or Construction Industry),Neutral,Neutral,Neutral,Neutral,idk,3,3,b. No,a. Online Survey Studies;d. Mobile Voting Application,d. One hour a month,
2020/06/26 3:24:08 PM UTC+3,97,97,Tallinn,Survey,Man,1992-02-06,2016-08-28,Põhja-Tallinn,5,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;f. Print Communication (Books, Flyers, Independent Activist Newspapers ... )",a. Facebook;c. Youtube;f. Instagram,b. Whatsapp;d. Slack,3. Private Sector,l. Individual Citizen,"a. Government (National);b. Government (Local);c. Public Services;e. Academic Research & University;i. Independent Designer, Architect or Developer;j. Grassroot Movement, Local Association and Non-Profit;k. International NGOs and Third Sector;l. Individual Citizen",Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral,Neutral,"c. Innovation and startup support structure;e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas);g. Online (web forums and applications)",3,4,a. Yes,a. Online Survey Studies;b. Participative Workshops;d. Mobile Voting Application;e. Community Project Management,c. One hour a week,
2020/06/26 8:36:33 AM UTC+3,98,98,Tallinn,Survey,Man,1973-06-26,2016-08-25,Nõmme,6,"c. Word to mouth between friends, family and neighbors;g. Newspaper Industry (Professional Journalism)",a. Facebook;e. LinkedIn,b. Whatsapp;e. Telegram,"2. University Academics, Research & Innovation","j. Grassroot Movement, Local Association and Non-Profit","j. Grassroot Movement, Local Association and Non-Profit",Neutral,Neutral,Neutral,Pro (good relationship and mutual influence),a. Neighborhood associations and district events,4,3,a. Yes,b. Participative Workshops;e. Community Project Management,c. One hour a week,
2020/06/27 1:05:46 PM UTC+3,99,99,Tallinn,Survey,Man,1985-01-11,2017-09-01,Kesklinn,3,"c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp;d. Slack;e. Telegram,3. Private Sector,"h. eCommerce, Startup, Small and Medium Enterprise","d. Financial and Founding Partner;e. Academic Research & University;f. Private Research & Innovation;h. eCommerce, Startup, Small and Medium Enterprise",Neutral,Neutral,Neutral,Neutral,c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems,2,2,a. Yes,d. Mobile Voting Application;e. Community Project Management,c. One hour a week,
2020/06/27 10:16:46 AM UTC+3,100,100,Tallinn,Survey,Man,1997-06-27,2015-06-27,Kesklinn,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism);j. City Council",c. Youtube,b. Whatsapp,3. Private Sector,l. Individual Citizen,a. Government (National);d. Financial and Founding Partner;e. Academic Research & University;f. Private Research & Innovation;g. Corporate Company (IT or Construction Industry),Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral,"c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas);g. Online (web forums and applications)",5,4,b. No,a. Online Survey Studies;d. Mobile Voting Application;e. Community Project Management,c. One hour a week,
2020/06/27 10:42:49 AM UTC+3,101,101,Tallinn,Survey,Man,1965-01-01,2010-01-01,Põhja-Tallinn,6,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet",a. Facebook,b. Whatsapp,"2. University Academics, Research & Innovation",a. Government (National),a. Government (National),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral,Neutral,Do not meet usually other actors of decision-making,1,2,a. Yes,d. Mobile Voting Application;e. Community Project Management,d. One hour a month,
2020/06/27 11:45:56 PM UTC+3,102,102,Tallinn,Survey,Man,1964-06-27,2004-06-27,Põhja-Tallinn,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet",a. Facebook;e. LinkedIn,Messenger,3. Private Sector,"h. eCommerce, Startup, Small and Medium Enterprise",l. Individual Citizen,Neutral,Neutral,Neutral,Neutral,g. Online (web forums and applications),5,2,a. Yes,"c. One-to-one Interviews by phone, webcall or meeting",d. One hour a month,
2020/06/27 5:51:10 PM UTC+3,103,103,Tallinn,Survey,Man,1985-01-01,2014-07-01,Kesklinn,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism)",b. Twitter,b. Whatsapp,1. Governmental & Public Sector,l. Individual Citizen,"a. Government (National);e. Academic Research & University;j. Grassroot Movement, Local Association and Non-Profit",Neutral,Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),2,3,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting",d. One hour a month,
2020/06/29 10:30:43 PM UTC+3,104,104,Tallinn,Survey,Man,1965-06-29,1965-06-29,Kristiine,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism);h. Radio",a. Facebook;b. Twitter;c. Youtube;d. Medium;e. LinkedIn;f. Instagram;g. Pinterest;h. Snapchat,e. Telegram,3. Private Sector,"h. eCommerce, Startup, Small and Medium Enterprise","f. Private Research & Innovation;h. eCommerce, Startup, Small and Medium Enterprise;j. Grassroot Movement, Local Association and Non-Profit;k. International NGOs and Third Sector;l. Individual Citizen",Contrary (bad relationship and oppositions in decision-making),Neutral,Pro (good relationship and mutual influence),Neutral;Contrary (bad relationship and oppositions in decision-making),a. Neighborhood associations and district events;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),3,4,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",c. One hour a week,
2020/06/29 6:40:47 PM UTC+3,105,105,Tallinn,Survey,Man,1972-03-03,2013-10-01,Peetri,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet",a. Facebook;c. Youtube;e. LinkedIn,b. Whatsapp;e. Telegram,3. Private Sector,e. Academic Research & University,a. Government (National);b. Government (Local);c. Public Services;d. Financial and Founding Partner;e. Academic Research & University;g. Corporate Company (IT or Construction Industry),Contrary (bad relationship and oppositions in decision-making),Neutral,Neutral,Neutral,c. Innovation and startup support structure;g. Online (web forums and applications),4,2,b. No,d. Mobile Voting Application,d. One hour a month,
2020/06/30 2:15:30 PM UTC+3,106,106,Tallinn,Survey,Man,1989-08-09,2008-10-01,Haabersti,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters",a. Facebook;c. Youtube;d. Medium;e. LinkedIn;f. Instagram;g. Pinterest,b. Whatsapp,"2. University Academics, Research & Innovation","h. eCommerce, Startup, Small and Medium Enterprise","a. Government (National);b. Government (Local);c. Public Services;d. Financial and Founding Partner;g. Corporate Company (IT or Construction Industry);h. eCommerce, Startup, Small and Medium Enterprise",Neutral,Neutral,Neutral,Neutral,a. Neighborhood associations and district events;b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems,3,3,b. No,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",d. One hour a month,
2020/06/30 2:24:10 PM UTC+3,107,107,Tallinn,Survey,Man,1982-09-18,1982-09-18,Viimsi,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters;f. Print Communication (Books, Flyers, Independent Activist Newspapers ... );h. Radio;i. Television",d. Medium;e. LinkedIn,e. Telegram,"2. University Academics, Research & Innovation",e. Academic Research & University,a. Government (National),Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral,a. Neighborhood associations and district events,3,2,a. Yes,a. Online Survey Studies;b. Participative Workshops,d. One hour a month,
2020/06/30 2:46:02 PM UTC+3,108,108,Tallinn,Survey,Man,1991-07-03,2016-09-15,Põhja-Tallinn,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp;d. Slack;Messenger,3. Private Sector,l. Individual Citizen,"c. Public Services;f. Private Research & Innovation;h. eCommerce, Startup, Small and Medium Enterprise",Neutral,Neutral,Pro (good relationship and mutual influence),Neutral,g. Online (web forums and applications),5,3,a. Yes,a. Online Survey Studies;b. Participative Workshops;d. Mobile Voting Application;e. Community Project Management,c. One hour a week,
2020/06/30 7:35:21 PM UTC+3,109,109,Tallinn,Survey,Man,1980-05-21,2019-02-01,Kesklinn,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );e. Emails and Newsletters;f. Print Communication (Books, Flyers, Independent Activist Newspapers ... )",a. Facebook;c. Youtube;e. LinkedIn,b. Whatsapp,3. Private Sector,g. Corporate Company (IT or Construction Industry),"g. Corporate Company (IT or Construction Industry);h. eCommerce, Startup, Small and Medium Enterprise",Neutral,Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),b. Global promotional events and forums;c. Innovation and startup support structure;g. Online (web forums and applications),4,2,b. No,a. Online Survey Studies,e. One hour a year,
2020/07/01 11:45:27 AM UTC+3,110,110,Tallinn,Survey,Man,1988-11-10,1988-11-10,Kesklinn,1,g. Newspaper Industry (Professional Journalism),e. LinkedIn,e. Telegram,3. Private Sector,d. Financial and Founding Partner,d. Financial and Founding Partner,Neutral,Neutral,Pro (good relationship and mutual influence),Neutral,c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),2,2,b. No,b. Participative Workshops,e. One hour a year,
2020/07/02 9:44:20 PM UTC+3,111,111,Tallinn,Survey,Man,1976-10-30,2020-03-01,Kesklinn,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism)",a. Facebook;e. LinkedIn,b. Whatsapp;d. Slack;e. Telegram,3. Private Sector,l. Individual Citizen,a. Government (National);l. Individual Citizen,Neutral,Neutral,Neutral,Neutral,d. Business clusters and entrepreneurial ecosystems,5,4,a. Yes,a. Online Survey Studies;b. Participative Workshops;d. Mobile Voting Application;e. Community Project Management,b. One hour a day,
2020/07/03 8:43:26 AM UTC+3,112,112,Tallinn,Survey,Man,1984-03-03,1984-03-03,Mustamäe,5,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism);i. Television",a. Facebook;d. Medium;e. LinkedIn,d. Slack,3. Private Sector,l. Individual Citizen,l. Individual Citizen,Neutral,Neutral,Pro (good relationship and mutual influence),Neutral,d. Business clusters and entrepreneurial ecosystems,3,4,b. No,a. Online Survey Studies,d. One hour a month,
2020/07/04 5:36:08 PM UTC+3,113,113,Tallinn,Survey,Man,1979-06-16,1979-06-16,Nõmme,5,"d. Informational websites and Internet;f. Print Communication (Books, Flyers, Independent Activist Newspapers ... );g. Newspaper Industry (Professional Journalism);i. Television",c. Youtube;d. Medium;e. LinkedIn;g. Pinterest,b. Whatsapp;d. Slack,"2. University Academics, Research & Innovation",g. Corporate Company (IT or Construction Industry),e. Academic Research & University;f. Private Research & Innovation;g. Corporate Company (IT or Construction Industry),Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Contrary (bad relationship and oppositions in decision-making),b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),4,3,a. Yes,a. Online Survey Studies;d. Mobile Voting Application,d. One hour a month,
2020/07/06 4:46:24 PM UTC+3,114,114,Tallinn,Survey,Man,1980-01-01,2009-01-01,Kesklinn,5,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters",a. Facebook;b. Twitter,b. Whatsapp;d. Slack,3. Private Sector,l. Individual Citizen,l. Individual Citizen,Neutral,Contrary (bad relationship and oppositions in decision-making),Pro (good relationship and mutual influence),Neutral,a. Neighborhood associations and district events;d. Business clusters and entrepreneurial ecosystems,5,5,a. Yes,"b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",c. One hour a week,
2020/07/06 4:48:51 PM UTC+3,115,115,Tallinn,Survey,Man,1974-09-02,2015-10-01,Pirita,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;i. Television",a. Facebook;b. Twitter;f. Instagram,b. Whatsapp,3. Private Sector,l. Individual Citizen,b. Government (Local),Neutral,Neutral,Neutral,Neutral,g. Online (web forums and applications),3,2,a. Yes,a. Online Survey Studies;d. Mobile Voting Application,d. One hour a month,
2020/07/06 5:10:14 PM UTC+3,116,116,Tallinn,Survey,Man,1984-09-07,2017-05-20,Põhja-Tallinn,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;g. Newspaper Industry (Professional Journalism)",a. Facebook;b. Twitter;e. LinkedIn,b. Whatsapp,3. Private Sector,g. Corporate Company (IT or Construction Industry),c. Public Services;l. Individual Citizen,Neutral,Neutral,Pro (good relationship and mutual influence);Neutral,Neutral,a. Neighborhood associations and district events,4,3,a. Yes,a. Online Survey Studies;b. Participative Workshops;e. Community Project Management,c. One hour a week,
2020/06/01 10:04:50 PM UTC+3,117,117,Tallinn,Survey,Man,1986-09-13,1986-09-13,Kesklinn,1,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... )",a. Facebook;e. LinkedIn,I do not use any message app,"2. Haridus, teadus ja innovatsioon",e. Akadeemiline uurimistöö ja ülikool,a. Riiklik valitsus;b. Kohalik valitsus;c. Avalikud teenused;d. Finants- ja asutamispartner;e. Akadeemiline uurimistöö ja ülikool;f. Erateadustegevus ja innovatsioon,Vastu (halb suhe ja vastasseis otsuste tegemises),Neutraalne,Poolt (hea suhe ja vastastikune mõju),Neutraalne,a. Naabrusühendused ja linnaosaüritused;b. Ülemaailmsed reklaamiüritused ja foorumid,3,2,a. Jah,a. Online-uuringud;d. Mobiilse hääletamise rakendus;e. Kogukonna projektijuhtimine,c. Üks tund nädalas,
2020/06/01 3:44:05 PM UTC+3,118,118,Tallinn,Survey,Man,1970-01-11,1970-01-11,Kesklinn,1,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;g. Ajalehtedest (professioonaalsest ajakirjandusest);i. Televisioonist",a. Facebook;c. YouTube;e. LinkedIn,b. Whatsapp;d. Slack,3. Erasektor,d. Finants- ja asutamispartner,a. Riiklik valitsus;b. Kohalik valitsus,Neutraalne,Neutraalne,Poolt (hea suhe ja vastastikune mõju),Neutraalne,a. Naabrusühendused ja linnaosaüritused;c. Innovatsiooni ja startupid tugistruktuur,2,2,a. Jah,a. Online-uuringud,d. Üks tund kuus,
2020/06/02 1:52:17 PM UTC+3,119,119,Tallinn,Survey,Man,1980-11-11,2019-07-07,Kesklinn,1,"c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;h. Raadiost;i. Televisioonist",a. Facebook;c. YouTube,b. Whatsapp;d. Slack;e. Telegram,3. Erasektor,"h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte","a. Riiklik valitsus;b. Kohalik valitsus;c. Avalikud teenused;d. Finants- ja asutamispartner;f. Erateadustegevus ja innovatsioon;h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte",Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),"d. Ettevõtlusklastrid ja ettevõtlusökosüsteemid;e. Linna infrastruktuur (avalik kinnisvara, transpordisüsteemid, avalikud spordi- ja ajaveetmise kohad)",1,3,b. Ei,"a. Online-uuringud;b. Õpitoad;c. Vestlus telefoni, veebikõne või kohtumise teel;d. Mobiilse hääletamise rakendus;e. Kogukonna projektijuhtimine",c. Üks tund nädalas,
2020/06/02 7:26:47 PM UTC+3,120,120,Tallinn,Survey,Man,1982-01-08,2005-05-03,Haabersti,9,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;g. Ajalehtedest (professioonaalsest ajakirjandusest);i. Televisioonist;j. Linnavolikogust",a. Facebook;c. YouTube;e. LinkedIn,b. Whatsapp;d. Slack,1. Valitussektor ja avalik sektor,b. Kohalik valitsus,b. Kohalik valitsus;c. Avalikud teenused;e. Akadeemiline uurimistöö ja ülikool,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Neutraalne,Neutraalne,"e. Linna infrastruktuur (avalik kinnisvara, transpordisüsteemid, avalikud spordi- ja ajaveetmise kohad);g. Online (veebifoorumid ja rakendused)",5,3,a. Jah,a. Online-uuringud;d. Mobiilse hääletamise rakendus,d. Üks tund kuus,
2020/06/03 3:01:49 PM UTC+3,121,121,Tallinn,Survey,Man,1994-04-30,1994-04-30,Kristiine,2,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );c. Suust suhu sõprade, pere ja naabrite seas;d. Infoveebilehtedest ja internetist;e. Meilidest ja uudiskirjadest;f. Trükitud meedia (raamatud, flaierid, sõltumatud aktivismi lehed);g. Ajalehtedest (professioonaalsest ajakirjandusest);h. Raadiost;i. Televisioonist",a. Facebook,d. Slack,"4. Kodanikuühiskond, sotsiaalne ja kolmas sektor","j. Rohujuuretasandi liikumine, kohalik ühing ja mittetulundusühing",a. Riiklik valitsus;b. Kohalik valitsus,Neutraalne,Neutraalne,Neutraalne,Poolt (hea suhe ja vastastikune mõju),"e. Linna infrastruktuur (avalik kinnisvara, transpordisüsteemid, avalikud spordi- ja ajaveetmise kohad);g. Online (veebifoorumid ja rakendused)",1,3,b. Ei,"a. Online-uuringud;b. Õpitoad;c. Vestlus telefoni, veebikõne või kohtumise teel;d. Mobiilse hääletamise rakendus",d. Üks tund kuus,
2020/06/04 5:42:59 PM UTC+3,122,122,Tallinn,Survey,Man,1981-03-13,1981-03-11,Haabersti,10,g. Ajalehtedest (professioonaalsest ajakirjandusest),e. LinkedIn,d. Slack,3. Erasektor,"h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte","h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte",Neutraalne,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Neutraalne,d. Ettevõtlusklastrid ja ettevõtlusökosüsteemid,5,4,b. Ei,d. Mobiilse hääletamise rakendus,d. Üks tund kuus,
2020/06/08 12:33:11 PM UTC+3,123,123,Tallinn,Survey,Man,1981-06-12,2001-01-09,Põhja-Tallinn,1,"a. Sotsiaalmeediast (Facebook, Twitter, YouTube, LinkedIn, Instagram ... );d. Infoveebilehtedest ja internetist",a. Facebook;e. LinkedIn;f. Instagram,Messenger,3. Erasektor,d. Finants- ja asutamispartner,"e. Akadeemiline uurimistöö ja ülikool;f. Erateadustegevus ja innovatsioon;h. E-kaubandus, Startup, väike ja keskmise suurusega ettevõte",Neutraalne,Poolt (hea suhe ja vastastikune mõju),Poolt (hea suhe ja vastastikune mõju),Vastu (halb suhe ja vastasseis otsuste tegemises),a. Naabrusühendused ja linnaosaüritused,4,4,a. Jah,"a. Online-uuringud;c. Vestlus telefoni, veebikõne või kohtumise teel",d. Üks tund kuus,
